pair,weekday,session,quarter,data_present,surrogate_trial_count,status
EUR_JPY,tuesday,NY,Q1,True,0,DATA_ONLY
EUR_JPY,tuesday,NY,Q2,True,0,DATA_ONLY
EUR_JPY,tuesday,NY,Q3,True,12,PARTIAL_SURROGATE
EUR_JPY,tuesday,NY,Q4,True,0,DATA_ONLY
EUR_JPY,wednesday,ASIA,Q1,True,0,DATA_ONLY
EUR_JPY,wednesday,ASIA,Q2,True,0,DATA_ONLY
EUR_JPY,wednesday,ASIA,Q3,True,12,PARTIAL_SURROGATE
EUR_JPY,wednesday,ASIA,Q4,True,0,DATA_ONLY
EUR_JPY,wednesday,LONDON,Q1,True,0,DATA_ONLY
EUR_JPY,wednesday,LONDON,Q2,True,8,PARTIAL_SURROGATE
EUR_JPY,wednesday,LONDON,Q3,True,8,PARTIAL_SURROGATE
EUR_JPY,wednesday,LONDON,Q4,True,0,DATA_ONLY
EUR_JPY,wednesday,NY,Q1,True,0,DATA_ONLY
EUR_JPY,wednesday,NY,Q2,True,0,DATA_ONLY
EUR_JPY,wednesday,NY,Q3,True,12,PARTIAL_SURROGATE
EUR_JPY,wednesday,NY,Q4,True,0,DATA_ONLY
EUR_JPY,thursday,ASIA,Q1,True,0,DATA_ONLY
EUR_JPY,thursday,ASIA,Q2,True,0,DATA_ONLY
EUR_JPY,thursday,ASIA,Q3,True,12,PARTIAL_SURROGATE
EUR_JPY,thursday,ASIA,Q4,True,0,DATA_ONLY
EUR_JPY,thursday,LONDON,Q1,True,0,DATA_ONLY
EUR_JPY,thursday,LONDON,Q2,True,8,PARTIAL_SURROGATE
EUR_JPY,thursday,LONDON,Q3,True,8,PARTIAL_SURROGATE
EUR_JPY,thursday,LONDON,Q4,True,0,DATA_ONLY
EUR_JPY,thursday,NY,Q1,True,0,DATA_ONLY
